Key,en,id,es,pt,sw,fr,mg
pages.assessments.edit.tabs.managementArea.labels.zones,Does this MA have zones?,Apakah KA ini memiliki zona?,¿Esta área de gestión tiene zonas?,Este Área de Manejo tem zonas?,Je hii MA ina kanda?,Cette zone sous gestion comporte-t-elle des zones ?,Misy faritra ve ity faritra tantanana ity?
pages.assessments.edit.tabs.managementArea.map.area,Area,Area,Área,Área,Eneo,Zone,Faritra
pages.assessments.edit.tabs.managementArea.map.deletePolygon,Delete selected polygon,Hapus poligon yang dipilih,Eliminar polígono seleccionado,Excluir polígono selecionado,Futa poligoni iliyochaguliwa,Supprimer le polygone sélectionné,Fafao ny poligôna voafantina
pages.assessments.edit.tabs.managementArea.map.drawPolygonCloseText,To Close a polygon click over a created Point,Untuk menutup poligon klik di atas Titik yang dibuat,"Para cerrar un polígono, haga clic sobre un punto creado",Para fechar um polígono clique sobre um ponto criado,Ili Kufunga poligoni bofya juu ya Pointi iliyoundwa,"Pour fermer un polygone, cliquez sur un point créé","Raha hanakatona poligôna, tsindrio eo amin'ny teboka noforonina
"
pages.assessments.edit.tabs.managementArea.map.drawPolygonStartText,Click over the Map to create a polygon,Klik di atas Peta untuk membuat poligon,Haga clic sobre el Mapa para crear un polígono,Clique sobre o mapa para criar um polígono,Bofya juu ya Ramani ili kuunda poligoni,Cliquez sur la carte pour créer un polygone,"Tsindrio eo ambonin'ny sarintany hamoronana poligôna
"
pages.assessments.edit.tabs.managementArea.map.help,Click over the map to draw a polygon,Klik di atas peta untuk menggambar poligon,Haga clic sobre el mapa para dibujar un polígono,Clique sobre o mapa para desenhar um polígono,Bofya juu ya ramani ili kuchora poligoni,Cliquez sur la carte pour dessiner un polygone,Tsindrio eo ambonin'ny sarintany hanavaona sary poligôna
pages.assessments.edit.tabs.managementArea.map.imageFile,Upload map image,Unggah file gambar peta,Subir imagen del mapa,Carregar imagem do mapa,Pakia picha ya ramani,Télécharger l'image de la carte,Ampidiro ny sarin'ny sarin-tany
pages.assessments.edit.tabs.managementArea.map.indicateBoundaries,Indicate the boundaries of the Managed Area,Tunjukkan batas Kawasan yang Dikelola,Indicar los límites de la área de gestión,Indique os limites da Área Gerenciada,Onyesha mipaka ya eneo linalosimamiwa,Indiquez les limites de la zone sous gestion,Tondroy ny fetran'ny Faritra Tantana
pages.assessments.edit.tabs.managementArea.map.existingPolygon,"Existing polygon: click to move; double-click to edit vertices. For multi-part areas, upload a shapefile.",,,,,,
pages.assessments.edit.tabs.managementArea.map.newPolygon,Create a new polygon,Buat poligon baru,Crear un nuevo polígono,Crie um novo polígono,Unda poligoni mpya,Créer un nouveau polygone,Mamorona poligôna vaovao
pages.assessments.edit.tabs.managementArea.map.polygonParagraph1,Indicate the boundaries of the Managed Area,Tunjukkan batas Kawasan yang Dikelola,Indicar los límites de la área de gestión,Indique os limites da Área Gerenciada,Onyesha mipaka ya eneo linalosimamiwa,Indiquez les limites de la zone sous gestion,Tondroy ny fetran'ny Faritra Tantana
pages.assessments.edit.tabs.managementArea.map.polygonParagraph2,Use the tools over the map to create a Polygon of the Managed Area,Gunakan alat di atas peta untuk membuat Poligon Kawasan yang Dikelola,Use las herramientas sobre el mapa para crear un Polígono de la área de gestión,Use as ferramentas sobre o mapa para criar um polígono da área gerenciada,Tumia zana zilizo juu ya ramani ili kuunda Poligoni ya Eneo Linalosimamiwa,Utilisez les outils sur la carte pour créer un polygone de la zone sous gestion,"Ampiasao ny fitaovana eo ambonin'ny sarintany hamoronana Poligôna ho an'ny faritra tantanana
"
pages.assessments.edit.tabs.managementArea.map.preferredMethod,PREFERRED METHOD,METODE YANG DISUKAI,METODO PREFERIDO,MÉTODO PREFERIDO,NJIA INAYOPENDELEWA,MÉTHODE PRÉFÉRÉE,FOMBA FIASA METY KOKOA
pages.assessments.edit.tabs.managementArea.map.preferredMethodText,Upload a spatial file in Shapefile format,Unggah file spasial dalam format Shapefile,Cargue un archivo espacial en formato Shapefile,Carregar um arquivo espacial no formato Shapefile,Pakia faili ya anga katika umbizo la Shapefile,Télécharger un fichier spatial au format Shapefile,Mampidira rakitra ara-jeografika amin'ny karazan-drakitra Shapefile
pages.assessments.edit.tabs.managementArea.map.spatialFile,Upload spatial area file,Unggah file area spasial,Subir archivo de área espacial,Carregar arquivo de área espacial,Pakia faili ya eneo la anga,Télécharger un fichier de zone spatiale,Ampidiro ny rakitra ara-jeografikan’ny faritra
pages.assessments.edit.tabs.managementArea.map.spatialFileAndMapImageSeparator,OR,ATAU,O,OU,AU,OU,NA
pages.assessments.edit.tabs.managementArea.popups.imageFile.dragMapIcon,You can Drag the icon in the map to select the coordinates,Anda dapat Menyeret ikon di peta untuk memilih koordinat,Puede arrastrar el icono en el mapa para seleccionar las coordenadas,Você pode arrastar o ícone no mapa para selecionar as coordenadas,Unaweza Buruta ikoni kwenye ramani ili kuchagua viwianishi,Vous pouvez faire glisser l'icône sur la carte pour sélectionner les coordonnées,"Azonao atao ny misintona ny kisary eo amin'ny sarin-tany mba hisafidianana ny fangitra
"
pages.assessments.edit.tabs.managementArea.popups.imageFile.formatNotSupported,This format is not supported,Format ini tidak didukung,Este formato no es compatible,Este formato não é suportado,Umbizo hili halitumiki,Ce format n'est pas pris en charge,Tsy raisina an-tanana ity karazan-drakitra ity
pages.assessments.edit.tabs.managementArea.popups.imageFile.gpsCoordinatesExample,"Latitude , Longitude<br>(e.g 40.741895,-73.989308)","Lintang , Bujur<br>(misal 40.741895,-73.989308)","Latitud longitud<br>(e.g 40.741895,-73.989308)","Latitude, longitude<br>(por exemplo, 40.741895,-73.989308)","Latitudo , Longitude<br>(e.g 40.741895,-73.989308)","latitude, longitude<br> (par exemple 40.741895,-73.989308)","laharam-pehintany, lavam-pehintany <br> (ohatra 40.741895,-73.989308)"
pages.assessments.edit.tabs.managementArea.popups.imageFile.gpsCoordinatesTitle,Indicate GPS coordinates,Tunjukkan Koordinat GPS,Indicar coordenadas GPS,Indicar coordenadas GPS,Onyesha viwianishi vya GPS,Indiquer les coordonnées GPS,Lazao ny fangitra GPS
pages.assessments.edit.tabs.managementArea.popups.imageFile.help,<h4>What file to upload?</h4>If you do not have a shapefile but have an image map of the managed area you may upload it here and it will be processed manually.,"<h4>File apa yang harus diunggah?</h4>Jika Anda tidak memiliki shapefile tetapi memiliki gambar peta dari kawasan yang dikelola, Anda dapat mengunggahnya di sini dan akan diproses secara manual. ","<h4>¿Qué archivo subir?</h4>Si no tiene un archivo de forma pero tiene un mapa de imagen de la área de gestión, puede cargarlo aquí y se procesará manualmente.","<h4>Qual arquivo carregar?</h4>Se você não possui um shapefile, mas possui um mapa de imagem da área gerenciada, poderá carregá-lo aqui e ele será processado manualmente.",<h4>Ni faili gani ya kupakia?</h4>Ikiwa huna faili ya umbo lakini unayo ramani ya picha ya eneo linalodhibitiwa unaweza kuipakia hapa na itachakatwa mwenyewe.,"<h4>Quel fichier téléverser ?</h4>Si vous n'avez pas de shapefile mais une image cliquable de la zone sous gestion, vous pouvez le téléverser ici et il sera traité manuellement. ","<h4>Inona no rakitra hampidirina? </h4>Raha toa ka tsy manana Shapefile ianao fa manana sarin-tany amin'ny faritra tantanana, dia azonao ampidirina eto izany ary hokarakaraina an-tanana."
pages.assessments.edit.tabs.managementArea.popups.imageFile.title,Upload Map Image File,Unggah File Gambar Peta,Cargar archivo de imagen de mapa,Carregar arquivo de imagem do mapa,Pakia Faili ya Picha ya Ramani,Télécharger le fichier d'image de la carte,Ampidiro ny rakitra sarin'ny sarin-tany
pages.assessments.edit.tabs.managementArea.popups.spatialFile.condition1,zip file containing all necessary shapefile files (or a zip with a folder containing those files),file zip yang berisi semua file shapefile yang diperlukan (atau zip dengan folder yang berisi file-file tersebut),zip que contiene todos los archivos shapefile necesarios (o un zip con una carpeta que contiene esos archivos),zip contendo todos os arquivos shapefile necessários (ou um zip com uma pasta contendo esses arquivos),zip iliyo na faili zote muhimu za umbo (au zip iliyo na folda iliyo na faili hizo),Fichier zip contenant tous les fichiers shapefile nécessaires (ou un zip avec un dossier contenant ces fichiers),Rakitra zip misy ny rakitra shapefile rehetra ilaina (na rakitra zip misy tahirin-drakitra misy ireo rakitra ireo)
pages.assessments.edit.tabs.managementArea.popups.spatialFile.condition2,<= 10MB,<= 10MB,<= 10MB,<= 10MB,<= 10MB,<= 10MB,<= 10MB
pages.assessments.edit.tabs.managementArea.popups.spatialFile.condition3,"shapefile only -- including all required sidecar files (.shp, .shx, .dbf, .prj)","shapefile saja -- termasuk semua file sampingan yang diperlukan (.shp, .shx, .dbf, .prj)","solo shapefile, incluidos todos los archivos sidecar necesarios (.shp, .shx, .dbf, .prj)","somente shapefile - incluindo todos os arquivos secundários necessários (.shp, .shx, .dbf, .prj)","umbo faili pekee -- ikijumuisha faili zote za kando zinazohitajika (.shp, .shx, .dbf, .prj)","shapefile uniquement -- y compris tous les fichiers sidecar requis (.shp, .shx, .dbf, .prj)","Shapefile ihany -- ao anatin'izany ireo rakitra mpanampy rehetra ilaina (.shp, .shx, .dbf, .prj)"
pages.assessments.edit.tabs.managementArea.popups.spatialFile.condition4,polygon or multipolygon,poligon atau multipoligon,polígono o multipolígono,polígono ou multipolígono,poligoni au poligoni nyingi,Polygone ou multipolygone,Marolafy na Marofaly maromaro
pages.assessments.edit.tabs.managementArea.popups.spatialFile.condition5,"no null, empty, or otherwise invalid geometries","tidak ada geometri nol, kosong, atau tidak valid lainnya","sin geometrías nulas, vacías o no válidas","sem geometrias nulas, vazias ou inválidas","hakuna jiometri batili, tupu, au vinginevyo batili","aucune géométrie nulle, vide ou autrement invalide","Tsy misy jeometria foana, banga, na tsy manan-kery na amin'ny fomba ahoana na ahoana
"
pages.assessments.edit.tabs.managementArea.popups.spatialFile.fileCorrectlyFormated,The file is correctly formatted,File diformat dengan benar,El archivo tiene el formato correcto.,O arquivo está formatado corretamente,Faili imeundwa kwa usahihi,Le fichier est correctement formaté,Mety ny karazan'ny rakitra
pages.assessments.edit.tabs.managementArea.popups.spatialFile.fileCorrectlyFormatedText,Your file has been successfully verified and is ready for upload,File Anda telah berhasil diverifikasi dan siap untuk diunggah,Su archivo ha sido verificado con éxito y está listo para cargar,Seu arquivo foi verificado com sucesso e está pronto para upload,Faili yako imethibitishwa kwa ufanisi na iko tayari kupakiwa,Votre fichier a été vérifié avec succès et est prêt à être téléchargé,Voamarina soa aman-tsara ny rakitrao ary vonona hampidirana
pages.assessments.edit.tabs.managementArea.popups.spatialFile.formatNotSupported,This format is not supported,Format ini tidak didukung,Este formato no es compatible,Este formato não é suportado,Umbizo hili halitumiki,Ce format n'est pas pris en charge,Tsy raisina an-tanana ity karazan-drakitra ity
pages.assessments.edit.tabs.managementArea.popups.spatialFile.help,"<h4>What file to upload?</h4>Upload a zipped shapefile of the boundaries of the managed area. The zip should contain the component files of the shapefile and should only be one shapefile of the boundary. If you do not have the correct file type, please convert first before you upload.","<h4>File apa yang harus diunggah?</h4>Unggah file zip dari batas kawasan yang dikelola. Zip harus berisi file komponen dari shapefile dan hanya boleh satu shapefile dari batas. Jika Anda tidak memiliki jenis file yang benar, harap konversi terlebih dahulu sebelum Anda mengunggah.","<h4>¿Qué archivo subir?</h4>Cargue un archivo de forma comprimido de los límites de la área de gestión. El zip debe contener los archivos componentes del archivo de forma y solo debe ser un archivo de forma del límite. Si no tiene el tipo de archivo correcto, convierta primero antes de cargarlo.","<h4>Qual arquivo carregar?</h4>Carregue um shapefile compactado dos limites da área gerenciada. O zip deve conter os arquivos componentes do shapefile e deve ser apenas um shapefile do limite. Se você não tiver o tipo de arquivo correto, converta primeiro antes de fazer o upload.","<h4>Ni faili gani ya kupakia?</h4>Pakia faili ya umbo iliyofungwa ya mipaka ya eneo linalodhibitiwa. Zip inapaswa kuwa na faili za sehemu ya faili ya umbo na inapaswa kuwa faili moja tu ya umbo la mpaka. Ikiwa huna aina sahihi ya faili, tafadhali badilisha kwanza kabla ya kupakia.","<h4>Quel fichier téléverser ?</h4>
Téléversez un fichier compressé (ZIP) contenant le shapefile des limites de la zone sous gestion. Le fichier ZIP doit inclure tous les fichiers composants du shapefile et ne doit contenir qu’un seul shapefile représentant les limites.  
Si vous ne disposez pas du bon type de fichier, veuillez le convertir au préalable avant de le téléverser.
",<h4>Inona no rakitra tokony hampidirina?</h4> Ampidiro ny shapefile mitambatra (zip) misy ny ny fetran’ny faritra tantanana. Tokony ho hita ao anatin'ny rakitra zip ny singan-drakitra rehetra mandrafitra ny shapefile ary shapefile tokana izay mamaritra ny fetra ihany no tokony ho eo. Raha tsy manana ny karazan-drakitra marina ianao dia avadiho aloha vao ampidirinao io karazana io.
pages.assessments.edit.tabs.managementArea.popups.spatialFile.importFileError,Sorry something is wrong,"Maaf, ada yang salah","Lo siento, algo anda mal","Desculpe, algo está errado",Samahani kuna kitu kibaya,"Désolé, une erreur s'est produite",Miala tsiny fa misy olana
